Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,7.6,1.2,0.2,0,7.6,0,0
1,1,1,0,0,7.5,1.2,0.2,0,7.5,0,0
1,1,2,0,0,7.6,1.2,0.2,0,7.6,0,0
1,1,3,0,0,7.7,1.2,0.2,0,7.7,0,0
1,1,4,0,0,7.8,1.2,0.2,0,7.8,0,0
1,1,5,0,0,11.8,1.3,0.2,0,11.8,0,0
1,1,6,0,0,12.5,1.2,0.2,0,0,0,0
1,1,7,126,53,15.3,1.2,0.2,103.604,18.262,571.81,523.804
1,1,8,340,129,18.9,1.9,0.2,319.89,26.892,1916.541,1820.885
1,1,9,477,175,21.3,2.7,0.2,524.949,32.54,3089.26,2952.051
1,1,10,612,179,22.8,3.1,0.2,690.262,36.582,3984.714,3815.775
1,1,11,751,144,23.7,3.2,0.2,806.923,39.544,4595.828,4405.235
1,1,12,725,151,23.9,3,0.2,786.612,39.865,4475.683,4289.346
1,1,13,660,153,23.7,2.8,0.2,686.981,38.143,3951.085,3783.337
1,1,14,539,143,22.9,2.3,0.2,510.603,34.679,2990.141,2856.444
1,1,15,274,107,20.7,1.5,0.2,248.446,27.448,1460.325,1380.835
1,1,16,10,28,18.2,1,0.2,31.104,19.116,151.811,118.687
1,1,17,0,0,17.2,1,0.2,0,17.2,0,0
1,1,18,0,0,17,0.8,0.2,0,17,0,0
1,1,19,0,0,16.8,0.5,0.2,0,16.8,0,0
1,1,20,0,0,16.3,0.5,0.2,0,16.3,0,0
1,1,21,0,0,15.4,0.8,0.2,0,15.4,0,0
1,1,22,0,0,14.3,1,0.2,0,14.3,0,0
1,1,23,0,0,13.4,1.1,0.2,0,13.4,0,0
1,2,0,0,0,12.8,1.1,0.2,0,12.8,0,0
1,2,1,0,0,12.6,1.1,0.2,0,12.6,0,0
1,2,2,0,0,12.4,1.1,0.2,0,12.4,0,0
1,2,3,0,0,12.3,1.2,0.2,0,12.3,0,0
1,2,4,0,0,12.1,1.2,0.2,0,12.1,0,0
1,2,5,0,0,12,1.2,0.2,0,12,0,0
1,2,6,0,0,12.7,1.1,0.2,0,0,0,0
1,2,7,85,48,15,1.3,0.2,80.054,17.237,440.712,397.351
1,2,8,265,147,18.1,1.5,0.2,302.089,26.321,1806.651,1714.889
1,2,9,394,201,20.7,1.2,0.2,489.524,34.971,2845.181,2716.62
1,2,10,531,210,22.3,1,0.2,660.498,42.505,3716.306,3556.877
1,2,11,673,176,23.2,0.8,0.2,776.321,48.211,4262.625,4083.838
1,2,12,680,171,23.5,0.5,0.2,771.367,50.523,4197.328,4020.855
1,2,13,659,155,23.5,0.7,0.2,689.313,46.349,3833.618,3670.032
1,2,14,609,125,22.9,1.1,0.2,539.535,39.047,3110.316,2972.36
1,2,15,459,93,20.7,1.1,0.2,325.213,30.413,1907.096,1811.775
1,2,16,163,35,17.7,1,0.2,91.468,20.34,437.42,394.175
1,2,17,0,0,16.1,1.1,0.2,0,0,0,0
1,2,18,0,0,15.4,1.1,0.2,0,15.4,0,0
1,2,19,0,0,14.7,1,0.2,0,14.7,0,0
1,2,20,0,0,14.1,1.1,0.2,0,14.1,0,0
1,2,21,0,0,13.5,1.2,0.2,0,13.5,0,0
1,2,22,0,0,13.1,1.2,0.2,0,13.1,0,0
1,2,23,0,0,12.9,1.2,0.2,0,12.9,0,0
1,3,0,0,0,12.7,1.1,0.2,0,12.7,0,0
1,3,1,0,0,12.5,1.1,0.2,0,12.5,0,0
1,3,2,0,0,12.2,1.1,0.2,0,12.2,0,0
1,3,3,0,0,11.9,1.1,0.2,0,11.9,0,0
1,3,4,0,0,11.7,1.1,0.2,0,11.7,0,0
1,3,5,0,0,11.3,1.2,0.2,0,11.3,0,0
1,3,6,0,0,12.1,1.1,0.2,0,0,0,0
1,3,7,280,52,14.9,1.4,0.2,154.279,19.085,845.827,788.111
1,3,8,552,96,18.4,1.5,0.2,399.447,29.289,2391.625,2279.135
1,3,9,688,119,21.4,1.2,0.2,609.266,39.188,3510.196,3358.071
1,3,10,753,132,23.6,1.8,0.2,754.13,42.797,4255.236,4076.711
1,3,11,781,137,24.6,2.4,0.2,825.184,43.23,4630.848,4439.014
1,3,12,781,135,25,2.7,0.2,817.101,42.469,4602.224,4411.404
1,3,13,515,178,24.8,2.9,0.2,601.768,37.227,3463.685,3313.208
1,3,14,277,170,24,2.9,0.2,366.714,31.58,2149.756,2045.836
1,3,15,155,107,21.3,2,0.2,187.929,25.887,1101.139,1034.377
1,3,16,12,33,17.9,1.2,0.2,38.023,18.968,188.957,154.517
1,3,17,0,0,16.5,1.1,0.2,0,0,0,0
1,3,18,0,0,16.3,1,0.2,0,16.3,0,0
1,3,19,0,0,16,0.8,0.2,0,16,0,0
1,3,20,0,0,15.5,0.8,0.2,0,15.5,0,0
1,3,21,0,0,15,0.9,0.2,0,15,0,0
1,3,22,0,0,14.5,0.9,0.2,0,14.5,0,0
1,3,23,0,0,14,0.9,0.2,0,14,0,0
1,4,0,0,0,13.6,0.9,0.2,0,13.6,0,0
1,4,1,0,0,13.3,1,0.2,0,13.3,0,0
1,4,2,0,0,13.2,0.9,0.2,0,13.2,0,0
1,4,3,0,0,13.1,0.9,0.2,0,13.1,0,0
1,4,4,0,0,12.9,0.8,0.2,0,12.9,0,0
1,4,5,0,0,13,0.8,0.2,0,13,0,0
1,4,6,0,0,13.4,0.8,0.2,0,0,0,0
1,4,7,217,54,15.5,0.7,0.2,136.776,19.931,748.317,694.056
1,4,8,470,110,18.6,0.8,0.2,370.538,30.585,2200.178,2094.472
1,4,9,604,143,21.4,1.5,0.2,574.739,37.041,3333.689,3187.819
1,4,10,661,165,23.4,2.2,0.2,717.316,40.232,4083.408,3910.972
1,4,11,665,184,24.3,2.4,0.2,778.781,41.872,4386.956,4203.763
1,4,12,654,186,24.7,2.6,0.2,766.825,41.379,4329.606,4148.446
1,4,13,612,176,24.5,2.5,0.2,674.475,39.456,3853.373,3689.087
1,4,14,528,151,23.7,2.2,0.2,515.245,35.815,3001.612,2867.508
1,4,15,364,109,21.1,1.5,0.2,300.062,29.255,1764.36,1674.096
1,4,16,105,35,18.1,1.1,0.2,72.083,20.154,354.557,314.248
1,4,17,0,0,17,1.2,0.2,0,0,0,0
1,4,18,0,0,16.7,1,0.2,0,16.7,0,0
1,4,19,0,0,16.3,1,0.2,0,16.3,0,0
1,4,20,0,0,15.6,1,0.2,0,15.6,0,0
1,4,21,0,0,14.8,1.1,0.2,0,14.8,0,0
1,4,22,0,0,14.2,1.2,0.2,0,14.2,0,0
1,4,23,0,0,13.7,1.2,0.2,0,13.7,0,0
1,5,0,0,0,13.4,1.3,0.2,0,13.4,0,0
1,5,1,0,0,13,1.3,0.2,0,13,0,0
1,5,2,0,0,12.7,1.3,0.2,0,12.7,0,0
1,5,3,0,0,12.3,1.3,0.2,0,12.3,0,0
1,5,4,0,0,12.1,1.3,0.2,0,12.1,0,0
1,5,5,0,0,11.8,1.2,0.2,0,11.8,0,0
1,5,6,0,0,12.4,1.1,0.2,0,0,0,0
1,5,7,150,54,15,1.1,0.2,111.626,18.264,614.048,564.545
1,5,8,367,129,18.5,1.2,0.2,332.335,28.206,1982.605,1884.609
1,5,9,502,171,21.4,1.9,0.2,536.562,34.788,3131.617,2992.907
1,5,10,551,204,23.3,2.8,0.2,669.889,37.368,3849.036,3684.905
1,5,11,536,233,24.3,3.3,0.2,720.526,38.204,4109.579,3936.215
1,5,12,562,221,24.9,3.7,0.2,725.678,38.063,4145.167,3970.543
1,5,13,551,196,24.9,3.8,0.2,650.529,36.539,3754.698,3593.909
1,5,14,504,160,24.3,3.4,0.2,510.568,34.031,2992.983,2859.185
1,5,15,373,111,21.5,2.2,0.2,307.169,28.712,1812.229,1720.27
1,5,16,121,37,17.9,1.4,0.2,78.883,19.997,392.484,350.832
1,5,17,0,0,16,1.3,0.2,0,0,0,0
1,5,18,0,0,15.3,1.3,0.2,0,15.3,0,0
1,5,19,0,0,14.7,1.2,0.2,0,14.7,0,0
1,5,20,0,0,14.2,1.1,0.2,0,14.2,0,0
1,5,21,0,0,14,1.1,0.2,0,14,0,0
1,5,22,0,0,14,1.1,0.2,0,14,0,0
1,5,23,0,0,13.9,1.2,0.2,0,13.9,0,0
1,6,0,0,0,13.5,1.3,0.2,0,13.5,0,0
1,6,1,0,0,13,1.3,0.2,0,13,0,0
1,6,2,0,0,12.3,1.3,0.2,0,12.3,0,0
1,6,3,0,0,11.7,1.3,0.2,0,11.7,0,0
1,6,4,0,0,11.4,1.3,0.2,0,11.4,0,0
1,6,5,0,0,10.9,1.4,0.2,0,10.9,0,0
1,6,6,0,0,11.8,1.3,0.2,0,0,0,0
1,6,7,121,54,15,1.9,0.2,102.577,17.507,566.581,518.76
1,6,8,326,136,19,2.6,0.2,319.294,25.967,1917.576,1821.884
1,6,9,455,187,21.9,2.9,0.2,521.897,32.689,3066.816,2930.401
1,6,10,504,223,23.7,3.4,0.2,653.484,36.122,3768.901,3607.609
1,6,11,484,257,24.5,3.7,0.2,702.751,37.24,4018.392,3848.26
1,6,12,466,262,24.7,4,0.2,689.895,36.666,3953.708,3785.867
1,6,13,415,246,24.4,4,0.2,592.585,34.688,3432.94,3283.552
1,6,14,324,205,23.5,3.5,0.2,437.864,31.706,2573.189,2454.266
1,6,15,195,133,20.7,2.3,0.2,238.067,26.18,1405.719,1328.164
1,6,16,40,29,17.6,1.5,0.2,42.978,18.728,216.188,180.783
1,6,17,0,0,16.3,1.4,0.2,0,0,0,0
1,6,18,0,0,15.8,1.4,0.2,0,15.8,0,0
1,6,19,0,0,15.3,1.4,0.2,0,15.3,0,0
1,6,20,0,0,14.9,1.4,0.2,0,14.9,0,0
1,6,21,0,0,14.6,1.3,0.2,0,14.6,0,0
1,6,22,0,0,14.2,1.2,0.2,0,14.2,0,0
1,6,23,0,0,13.8,1.1,0.2,0,13.8,0,0
1,7,0,0,0,13.4,1.2,0.2,0,13.4,0,0
1,7,1,0,0,12.9,1.4,0.2,0,12.9,0,0
1,7,2,0,0,12.4,1.9,0.2,0,12.4,0,0
1,7,3,0,0,11.9,2.5,0.2,0,11.9,0,0
1,7,4,0,0,11.6,2.9,0.2,0,11.6,0,0
1,7,5,0,0,11.2,3.5,0.2,0,11.2,0,0
1,7,6,0,0,11.3,3.7,0.2,0,0,0,0
1,7,7,32,43,12,3.7,0.2,53.453,12.957,297.883,259.583
1,7,8,98,129,13,3.8,0.2,188.943,16.383,1153.097,1084.493
1,7,9,157,205,13.8,4.1,0.2,325.602,19.374,1983.413,1885.387
1,7,10,196,260,14.5,4.4,0.2,433.308,21.602,2614.369,2493.986
1,7,11,216,295,15,4.6,0.2,499.528,22.962,2994.169,2860.329
1,7,12,219,299,15.2,4.3,0.2,505.564,23.593,3024.484,2889.569
1,7,13,205,298,15,3.8,0.2,481.343,23.592,2887.784,2757.713
1,7,14,158,257,14.5,3,0.2,384.3,22.297,2323.244,2213.177
1,7,15,83,143,13.6,2.3,0.2,191.928,18.016,1160.063,1091.213
1,7,16,12,24,12.8,2,0.2,26.247,13.424,135.612,103.062
1,7,17,0,0,12.2,2,0.2,0,0,0,0
1,7,18,0,0,11.5,1.8,0.2,0,11.5,0,0
1,7,19,0,0,10.7,1.6,0.2,0,10.7,0,0
1,7,20,0,0,10,1.4,0.2,0,10,0,0
1,7,21,0,0,9.5,1.3,0.2,0,9.5,0,0
1,7,22,0,0,9.2,1.3,0.2,0,9.2,0,0
1,7,23,0,0,8.9,1.2,0.2,0,8.9,0,0
1,8,0,0,0,8.8,1.2,0.2,0,8.8,0,0
1,8,1,0,0,8.7,1.2,0.2,0,8.7,0,0
1,8,2,0,0,8.5,1.2,0.2,0,8.5,0,0
1,8,3,0,0,8.2,1.2,0.2,0,8.2,0,0
1,8,4,0,0,8.1,1.2,0.2,0,8.1,0,0
1,8,5,0,0,7.9,1.2,0.2,0,7.9,0,0
1,8,6,0,0,8.7,1.1,0.2,0,0,0,0
1,8,7,87,58,11.1,1.4,0.2,93.007,13.639,523.311,477.023
1,8,8,253,160,14,1.8,0.2,309.525,21.888,1882.101,1787.665
1,8,9,362,235,16.2,2,0.2,505.502,28.545,3009.071,2874.703
1,8,10,367,256,17.6,2.3,0.2,573.343,30.775,3364.447,3217.486
1,8,11,536,248,18.4,2.3,0.2,737.839,35.352,4253.137,4074.686
1,8,12,564,241,18.7,2.1,0.2,750.987,36.642,4310.032,4129.565
1,8,13,533,222,18.7,1.8,0.2,667.249,35.668,3859.548,3695.044
1,8,14,453,190,18.4,1.4,0.2,512.261,32.653,3013.023,2878.514
1,8,15,310,135,16.9,0.9,0.2,301.116,26.364,1792.788,1701.517
1,8,16,93,45,14.8,0.8,0.2,78.076,17.236,407.543,365.358
1,8,17,0,0,13.1,1,0.2,0,0,0,0
1,8,18,0,0,12,1.1,0.2,0,12,0,0
1,8,19,0,0,11.2,1.1,0.2,0,11.2,0,0
1,8,20,0,0,10.5,1.1,0.2,0,10.5,0,0
1,8,21,0,0,9.9,1.2,0.2,0,9.9,0,0
1,8,22,0,0,9.4,1.2,0.2,0,9.4,0,0
1,8,23,0,0,8.9,1.2,0.2,0,8.9,0,0
1,9,0,0,0,8.6,1.2,0.2,0,8.6,0,0
1,9,1,0,0,8.3,1.2,0.2,0,8.3,0,0
1,9,2,0,0,8.2,1.2,0.2,0,8.2,0,0
1,9,3,0,0,8,1.1,0.2,0,8,0,0
1,9,4,0,0,7.9,1.1,0.2,0,7.9,0,0
1,9,5,0,0,7.3,1.1,0.2,0,7.3,0,0
1,9,6,0,0,8.1,1,0.2,0,0,0,0
1,9,7,221,58,10.8,1.2,0.2,137.448,14.712,765.927,711.043
1,9,8,417,118,14,1.3,0.2,350.716,24.003,2131.011,2027.755
1,9,9,557,158,16.4,1.4,0.2,559.04,31.959,3303.663,3158.856
1,9,10,675,176,17.8,1.8,0.2,740.778,36.646,4275.083,4095.855
1,9,11,661,200,18.7,2.1,0.2,794.626,37.692,4547.029,4358.165
1,9,12,666,197,19.1,2.4,0.2,792.559,36.981,4549.741,4360.781
1,9,13,639,182,19.1,2.6,0.2,707.063,34.493,4117.164,3943.531
1,9,14,568,155,18.4,2.6,0.2,550.734,30.413,3278.272,3134.365
1,9,15,421,115,16.1,2,0.2,337.503,24.351,2035.345,1935.48
1,9,16,159,45,12.8,1.4,0.2,99.515,15.468,523.736,477.433
1,9,17,0,0,10.9,1.4,0.2,0,0,0,0
1,9,18,0,0,10.1,1.4,0.2,0,10.1,0,0
1,9,19,0,0,9.4,1.4,0.2,0,9.4,0,0
1,9,20,0,0,8.8,1.4,0.2,0,8.8,0,0
1,9,21,0,0,8.3,1.3,0.2,0,8.3,0,0
1,9,22,0,0,7.8,1.3,0.2,0,7.8,0,0
1,9,23,0,0,7.4,1.2,0.2,0,7.4,0,0
1,10,0,0,0,7,1.2,0.2,0,7,0,0
1,10,1,0,0,6.7,1.2,0.2,0,6.7,0,0
1,10,2,0,0,6.5,1.2,0.2,0,6.5,0,0
1,10,3,0,0,6.3,1.1,0.2,0,6.3,0,0
1,10,4,0,0,6.3,1.1,0.2,0,6.3,0,0
1,10,5,0,0,6.1,0.9,0.2,0,6.1,0,0
1,10,6,0,0,6.9,0.8,0.2,0,0,0,0
1,10,7,264,56,9.2,0.8,0.2,151.571,13.969,846.499,788.759
1,10,8,535,109,12.3,1.3,0.2,400.421,23.726,2446.348,2331.919
1,10,9,677,137,15.4,2.1,0.2,619.945,30.265,3696.385,3537.663
1,10,10,760,148,17.5,2.8,0.2,778.919,33.87,4549.029,4360.093
1,10,11,806,147,18.5,3.3,0.2,862.127,35.153,4989.949,4785.39
1,10,12,809,145,18.9,3.6,0.2,859.017,34.734,4981.819,4777.548
1,10,13,769,140,18.7,3.8,0.2,767.747,32.446,4513.484,4325.808
1,10,14,674,130,17.9,3.7,0.2,597.06,28.771,3584.355,3429.602
1,10,15,544,98,15.3,2.8,0.2,379.104,23.281,2306.097,2196.638
1,10,16,256,43,11.7,1.8,0.2,127.668,14.825,673.723,622.106
1,10,17,0,0,9.6,1.7,0.2,0,0,0,0
1,10,18,0,0,8.7,1.7,0.2,0,8.7,0,0
1,10,19,0,0,7.8,1.5,0.2,0,7.8,0,0
1,10,20,0,0,7.1,1.3,0.2,0,7.1,0,0
1,10,21,0,0,6.7,1.2,0.2,0,6.7,0,0
1,10,22,0,0,6.5,1,0.2,0,6.5,0,0
1,10,23,0,0,6.2,0.9,0.2,0,6.2,0,0
1,11,0,0,0,5.8,0.8,0.2,0,5.8,0,0
1,11,1,0,0,5.5,0.9,0.2,0,5.5,0,0
1,11,2,0,0,5.2,1,0.2,0,5.2,0,0
1,11,3,0,0,4.9,1.1,0.2,0,4.9,0,0
1,11,4,0,0,4.8,1.1,0.2,0,4.8,0,0
1,11,5,0,0,4.6,1,0.2,0,4.6,0,0
1,11,6,0,0,5.6,0.9,0.2,0,0,0,0
1,11,7,347,49,8.4,1.1,0.2,168.477,13.294,937.663,876.693
1,11,8,620,92,11.7,1.6,0.2,427.065,23.085,2621.949,2501.298
1,11,9,747,116,14.8,2.3,0.2,644.998,29.68,3859.191,3694.699
1,11,10,784,140,17,3,0.2,789.674,33.039,4627.555,4435.837
1,11,11,760,167,18,3.3,0.2,845.747,34.333,4907.426,4705.791
1,11,12,747,168,18.2,3.4,0.2,832.911,34.032,4839.842,4640.602
1,11,13,710,160,17.9,3.3,0.2,744.573,32.294,4375.55,4192.762
1,11,14,635,140,17.1,3,0.2,583.137,28.966,3494.775,3343.196
1,11,15,483,106,14.5,2.1,0.2,359.543,23.119,2185.745,2080.55
1,11,16,196,45,10.9,1.4,0.2,113.816,13.958,609.627,560.28
1,11,17,0,0,9,1.3,0.2,0,0,0,0
1,11,18,0,0,8.4,1.2,0.2,0,8.4,0,0
1,11,19,0,0,7.9,1.1,0.2,0,7.9,0,0
1,11,20,0,0,7.6,1,0.2,0,7.6,0,0
1,11,21,0,0,7.4,0.9,0.2,0,7.4,0,0
1,11,22,0,0,7.4,0.8,0.2,0,7.4,0,0
1,11,23,0,0,7.2,0.7,0.2,0,7.2,0,0
1,12,0,0,0,6.8,0.6,0.2,0,6.8,0,0
1,12,1,0,0,6.4,0.4,0.2,0,6.4,0,0
1,12,2,0,0,5.9,0.4,0.2,0,5.9,0,0
1,12,3,0,0,5.4,0.5,0.2,0,5.4,0,0
1,12,4,0,0,5.1,0.5,0.2,0,5.1,0,0
1,12,5,0,0,4.7,0.7,0.2,0,4.7,0,0
1,12,6,0,0,5.2,0.8,0.2,0,0,0,0
1,12,7,184,54,7.5,0.8,0.2,120.525,11.299,679.052,627.246
1,12,8,423,122,10.4,0.8,0.2,357.415,21.956,2189.229,2083.911
1,12,9,562,162,13.4,1.3,0.2,566.812,29.546,3380.559,3233.027
1,12,10,650,181,16,2.1,0.2,727.413,33.402,4249.176,4070.866
1,12,11,711,180,17.6,2.7,0.2,818.815,35.091,4734.868,4539.348
1,12,12,723,174,18.3,2.8,0.2,820.189,35.517,4736.822,4541.233
1,12,13,684,168,18.3,2.8,0.2,733.97,33.723,4287.063,4107.41
1,12,14,575,154,17.5,2.5,0.2,557.737,29.888,3325.716,3180.128
1,12,15,438,112,14.6,1.8,0.2,345.21,23.399,2094.311,1992.356
1,12,16,184,44,10.8,1.3,0.2,109.598,13.819,590.221,541.562
1,12,17,0,0,9,1.3,0.2,0,0,0,0
1,12,18,0,0,8.4,1.2,0.2,0,8.4,0,0
1,12,19,0,0,8,1.1,0.2,0,8,0,0
1,12,20,0,0,7.8,1,0.2,0,7.8,0,0
1,12,21,0,0,7.7,1.1,0.2,0,7.7,0,0
1,12,22,0,0,7.6,1.1,0.2,0,7.6,0,0
1,12,23,0,0,7.5,1,0.2,0,7.5,0,0
1,13,0,0,0,7.3,1,0.2,0,7.3,0,0
1,13,1,0,0,7.1,1,0.2,0,7.1,0,0
1,13,2,0,0,6.9,0.9,0.2,0,6.9,0,0
1,13,3,0,0,6.6,0.9,0.2,0,6.6,0,0
1,13,4,0,0,6.5,0.9,0.2,0,6.5,0,0
1,13,5,0,0,6.8,0.9,0.2,0,6.8,0,0
1,13,6,0,0,7.7,0.7,0.2,0,0,0,0
1,13,7,277,52,9.9,0.5,0.2,150.237,15.035,832.62,775.372
1,13,8,546,102,12.9,0.9,0.2,397.706,25.431,2414.277,2300.984
1,13,9,684,129,15.8,1.8,0.2,616.783,31.525,3659.811,3502.384
1,13,10,750,146,18.1,2.5,0.2,770.457,35.184,4475.354,4289.029
1,13,11,776,155,19.4,3,0.2,848.242,36.609,4878.747,4678.129
1,13,12,784,152,19.9,3.3,0.2,849.404,36.305,4892.596,4691.487
1,13,13,763,141,19.8,3.5,0.2,768.585,34.199,4484.974,4298.308
1,13,14,691,125,18.9,3.2,0.2,607.499,30.861,3617.159,3461.244
1,13,15,552,96,15.8,2.2,0.2,385.897,24.876,2337.956,2227.368
1,13,16,266,45,11.8,1.4,0.2,133.928,15.397,717.306,664.144
1,13,17,0,0,9.7,1.4,0.2,0,0,0,0
1,13,18,0,0,8.8,1.4,0.2,0,8.8,0,0
1,13,19,0,0,8.1,1.3,0.2,0,8.1,0,0
1,13,20,0,0,7.5,1.3,0.2,0,7.5,0,0
1,13,21,0,0,7.2,1.3,0.2,0,7.2,0,0
1,13,22,0,0,7.2,1.3,0.2,0,7.2,0,0
1,13,23,0,0,7.3,1.3,0.2,0,7.3,0,0
1,14,0,0,0,7.3,1.3,0.2,0,7.3,0,0
1,14,1,0,0,7.2,1.3,0.2,0,7.2,0,0
1,14,2,0,0,7,1.3,0.2,0,7,0,0
1,14,3,0,0,6.7,1.3,0.2,0,6.7,0,0
1,14,4,0,0,6.6,1.3,0.2,0,6.6,0,0
1,14,5,0,0,6.5,1.3,0.2,0,6.5,0,0
1,14,6,0,0,7.6,1.1,0.2,0,0,0,0
1,14,7,255,51,10.5,1.1,0.2,142.265,14.642,789.5,733.78
1,14,8,618,93,14.1,0.8,0.2,426.638,27.905,2570.749,2451.912
1,14,9,357,179,17.1,0.7,0.2,438.767,31.645,2578.184,2459.084
1,14,10,615,174,19.4,1.1,0.2,693.722,40.101,3944.979,3777.448
1,14,11,396,255,20.7,1.7,0.2,619.441,36.76,3540.114,3386.928
1,14,12,255,289,21.2,2.2,0.2,525.792,33.495,3029.168,2894.087
1,14,13,486,203,21,2.4,0.2,616.045,34.902,3568.956,3414.749
1,14,14,187,202,20,2.1,0.2,339.779,28.127,2005.268,1906.468
1,14,15,113,125,17,1.5,0.2,189.872,22.159,1131.994,1064.138
1,14,16,35,44,13.4,1.2,0.2,55.758,14.993,303.938,265.424
1,14,17,0,0,11.8,1.1,0.2,0,0,0,0
1,14,18,0,0,11.4,0.9,0.2,0,11.4,0,0
1,14,19,0,0,11.3,0.7,0.2,0,11.3,0,0
1,14,20,0,0,11.4,0.7,0.2,0,11.4,0,0
1,14,21,0,0,11.3,0.7,0.2,0,11.3,0,0
1,14,22,0,0,10.9,0.9,0.2,0,10.9,0,0
1,14,23,0,0,10.7,1,0.2,0,10.7,0,0
1,15,0,0,0,10.7,1.1,0.2,0,10.7,0,0
1,15,1,0,0,10.7,1.1,0.2,0,10.7,0,0
1,15,2,0,0,10.8,1,0.2,0,10.8,0,0
1,15,3,0,0,10.8,0.9,0.2,0,10.8,0,0
1,15,4,0,0,10.8,0.9,0.2,0,10.8,0,0
1,15,5,0,0,10,0.9,0.2,0,10,0,0
1,15,6,0,0,10.5,0.9,0.2,0,0,0,0
1,15,7,236,59,12.7,1.1,0.2,145.184,16.934,803.206,747
1,15,8,504,113,15.6,1.5,0.2,388.273,26.178,2346.905,2235.999
1,15,9,633,147,18.4,1.7,0.2,601.324,34.056,3528.293,3375.527
1,15,10,697,167,20.5,1.8,0.2,751.946,39.629,4286.974,4107.324
1,15,11,729,174,21.6,1.8,0.2,830.598,42.71,4658.293,4465.486
1,15,12,618,201,22.1,1.8,0.2,759.576,41.398,4279.04,4099.672
1,15,13,502,201,22,1.8,0.2,627.374,37.95,3591.427,3436.423
1,15,14,429,166,21.3,1.7,0.2,477.494,33.725,2791.669,2665.004
1,15,15,341,105,18.9,1.3,0.2,292.644,27.24,1742.701,1653.205
1,15,16,114,47,16.1,1,0.2,89.376,18.77,480.007,435.253
1,15,17,0,0,15.1,1,0.2,0,0,0,0
1,15,18,0,0,14.7,1,0.2,0,14.7,0,0
1,15,19,0,0,13.9,1.1,0.2,0,13.9,0,0
1,15,20,0,0,13,1.2,0.2,0,13,0,0
1,15,21,0,0,12.3,1.3,0.2,0,12.3,0,0
1,15,22,0,0,11.9,1.3,0.2,0,11.9,0,0
1,15,23,0,0,11.6,1.3,0.2,0,11.6,0,0
1,16,0,0,0,11.8,1.3,0.2,0,11.8,0,0
1,16,1,0,0,12,1.2,0.2,0,12,0,0
1,16,2,0,0,11.9,1.2,0.2,0,11.9,0,0
1,16,3,0,0,11.4,1.2,0.2,0,11.4,0,0
1,16,4,0,0,11.1,1.2,0.2,0,11.1,0,0
1,16,5,0,0,10,1.2,0.2,0,10,0,0
1,16,6,0,0,10.6,1.2,0.2,0,0,0,0
1,16,7,36,51,13,1.6,0.2,63.84,14.672,356.614,316.232
1,16,8,111,133,15.9,2.2,0.2,198.936,20.571,1196.546,1126.403
1,16,9,229,204,18.3,2.3,0.2,372.055,26.86,2212.145,2106.015
1,16,10,279,257,20,2.3,0.2,505.858,31.616,2946.642,2814.486
1,16,11,392,272,20.9,2.3,0.2,635.819,35.494,3649.658,3492.591
1,16,12,406,270,21.2,2.2,0.2,644.792,36.29,3691.147,3532.61
1,16,13,265,257,21,2.1,0.2,493.378,32.779,2859.684,2730.61
1,16,14,329,200,20.1,1.9,0.2,440.829,31.088,2593.486,2473.844
1,16,15,230,137,17.3,1.4,0.2,267.713,24.748,1601.687,1517.188
1,16,16,91,48,14,1.2,0.2,79.989,16.279,435.542,392.364
1,16,17,0,0,12.2,1.3,0.2,0,0,0,0
1,16,18,0,0,11.5,1.4,0.2,0,11.5,0,0
1,16,19,0,0,10.7,1.4,0.2,0,10.7,0,0
1,16,20,0,0,10.1,1.3,0.2,0,10.1,0,0
1,16,21,0,0,9.9,1.1,0.2,0,9.9,0,0
1,16,22,0,0,9.9,1,0.2,0,9.9,0,0
1,16,23,0,0,9.6,1,0.2,0,9.6,0,0
1,17,0,0,0,9.2,1,0.2,0,9.2,0,0
1,17,1,0,0,8.7,1,0.2,0,8.7,0,0
1,17,2,0,0,8.5,1,0.2,0,8.5,0,0
1,17,3,0,0,8.4,0.9,0.2,0,8.4,0,0
1,17,4,0,0,8.5,0.8,0.2,0,8.5,0,0
1,17,5,0,0,8.3,0.6,0.2,0,8.3,0,0
1,17,6,0,0,9,0.6,0.2,0,0,0,0
1,17,7,70,47,10.7,0.5,0.2,72.633,13.202,405.696,363.575
1,17,8,320,149,13.3,0.9,0.2,329.013,23.653,1993.173,1894.802
1,17,9,368,188,16.3,1.6,0.2,456.417,28.43,2716.518,2592.516
1,17,10,368,206,18.4,2.3,0.2,519.765,30.345,3053.413,2917.474
1,17,11,455,203,19.5,2.6,0.2,625.563,33.09,3633.141,3476.66
1,17,12,192,268,19.8,2.7,0.2,449.288,29.37,2619.88,2499.303
1,17,13,217,265,19.5,2.7,0.2,454.635,29.196,2665.225,2543.04
1,17,14,78,147,18.7,2.3,0.2,198.697,23.267,1173.13,1103.817
1,17,15,85,113,16.5,1.4,0.2,162.333,21.012,966.99,904.98
1,17,16,34,48,13.7,0.9,0.2,59.791,15.548,329.631,290.206
1,17,17,0,0,12,0.9,0.2,0,0,0,0
