Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
11,2,16,43,30,22.6,1.2,0.2,41.313,23.758,200.088,165.254
11,2,17,0,0,20.4,1.2,0.2,0,0,0,0
11,2,18,0,0,19.6,1.2,0.2,0,19.6,0,0
11,2,19,0,0,18.9,1.2,0.2,0,18.9,0,0
11,2,20,0,0,18.3,1.1,0.2,0,18.3,0,0
11,2,21,0,0,18.1,1.1,0.2,0,18.1,0,0
11,2,22,0,0,18.1,1.1,0.2,0,18.1,0,0
11,2,23,0,0,18.2,0.9,0.2,0,18.2,0,0
11,3,0,0,0,18.3,0.8,0.2,0,18.3,0,0
11,3,1,0,0,18.2,0.7,0.2,0,18.2,0,0
11,3,2,0,0,18,0.7,0.2,0,18,0,0
11,3,3,0,0,17.6,0.7,0.2,0,17.6,0,0
11,3,4,0,0,17.3,0.7,0.2,0,17.3,0,0
11,3,5,0,0,16.4,0.8,0.2,0,16.4,0,0
11,3,6,39,23,17.1,0.8,0.2,32.329,18.083,148.918,115.896
11,3,7,223,125,19.4,0.8,0.2,231.794,26.861,1353.669,1277.958
11,3,8,371,199,22.4,1,0.2,447.255,36.097,2581.524,2462.306
11,3,9,465,245,25.3,1.4,0.2,635.861,42.937,3554.14,3400.458
11,3,10,471,289,27.2,2,0.2,735.843,45.101,4053.006,3881.647
11,3,11,391,340,28,2.2,0.2,726.091,44.959,3986.218,3817.226
11,3,12,382,327,28.4,2.3,0.2,691.722,44.255,3814.565,3651.655
11,3,13,406,270,28.4,2.3,0.2,612.031,42.454,3420.755,3271.799
11,3,14,444,188,27.8,2.2,0.2,493.233,39.381,2815.931,2688.407
11,3,15,290,126,25.4,1.6,0.2,265.383,32.443,1525.857,1444.045
11,3,16,65,32,21.8,1.1,0.2,48.554,23.184,231.915,195.952
11,3,17,0,0,19.7,1.2,0.2,0,0,0,0
11,3,18,0,0,19.1,1.2,0.2,0,19.1,0,0
11,3,19,0,0,18.6,1.1,0.2,0,18.6,0,0
11,3,20,0,0,18.2,1.1,0.2,0,18.2,0,0
11,3,21,0,0,17.9,1.1,0.2,0,17.9,0,0
11,3,22,0,0,17.6,1.1,0.2,0,17.6,0,0
11,3,23,0,0,17.4,1,0.2,0,17.4,0,0
11,4,0,0,0,17.2,1,0.2,0,17.2,0,0
11,4,1,0,0,16.9,1,0.2,0,16.9,0,0
11,4,2,0,0,16.7,1,0.2,0,16.7,0,0
11,4,3,0,0,16.4,1,0.2,0,16.4,0,0
11,4,4,0,0,16.2,1,0.2,0,16.2,0,0
11,4,5,0,0,16,1,0.2,0,16,0,0
11,4,6,60,25,17.2,0.9,0.2,41.671,18.42,187.7,153.304
11,4,7,297,114,19.9,0.8,0.2,250.922,27.974,1460.981,1381.468
11,4,8,465,171,22.8,1,0.2,482.447,37.584,2778.312,2652.12
11,4,9,570,202,25.6,1.6,0.2,671.337,43.414,3755.984,3595.15
11,4,10,586,234,27.6,2.5,0.2,777.44,44.789,4299.231,4119.147
11,4,11,534,273,28.6,3,0.2,793.148,44.646,4374.14,4191.402
11,4,12,556,250,29.1,3.4,0.2,770.823,43.72,4277.591,4098.274
11,4,13,507,229,29,3.5,0.2,655.471,41.256,3692.326,3533.747
11,4,14,386,197,28.3,3.2,0.2,458.505,37.311,2634.558,2513.461
11,4,15,258,124,25.9,2.1,0.2,248.958,31.851,1431.523,1353.054
11,4,16,59,29,22.4,1.2,0.2,43.882,23.622,208.679,173.54
11,4,17,0,0,20.4,1.1,0.2,0,20.4,0,0
11,4,18,0,0,19.8,1,0.2,0,19.8,0,0
11,4,19,0,0,19.2,0.9,0.2,0,19.2,0,0
11,4,20,0,0,18.6,1,0.2,0,18.6,0,0
11,4,21,0,0,18.1,1,0.2,0,18.1,0,0
11,4,22,0,0,17.6,1.1,0.2,0,17.6,0,0
11,4,23,0,0,17.3,1.1,0.2,0,17.3,0,0
11,5,0,0,0,17,1.1,0.2,0,17,0,0
11,5,1,0,0,16.7,1.1,0.2,0,16.7,0,0
11,5,2,0,0,16.4,1.1,0.2,0,16.4,0,0
11,5,3,0,0,15.9,1.1,0.2,0,15.9,0,0
11,5,4,0,0,15.7,1.1,0.2,0,15.7,0,0
11,5,5,0,0,15.2,1.1,0.2,0,15.2,0,0
11,5,6,108,29,16.5,1,0.2,56.62,18.105,253.943,217.2
11,5,7,428,97,19.8,1.1,0.2,292.91,28.523,1707.157,1618.921
11,5,8,605,134,23.2,1,0.2,532.413,39.528,3055.512,2919.498
11,5,9,700,155,25.9,1.2,0.2,724.866,47.007,4006.731,3837.012
11,5,10,712,180,27.8,2,0.2,832.59,48.085,4551.698,4362.668
11,5,11,663,214,28.9,2.6,0.2,849.515,47.341,4643.905,4451.608
11,5,12,662,204,29.4,3,0.2,817.016,45.949,4501.497,4314.246
11,5,13,628,185,29.3,3.1,0.2,705.579,43.376,3951.534,3783.77
11,5,14,549,154,28.6,3,0.2,522.646,39.228,2996.999,2863.059
11,5,15,394,107,26.3,2,0.2,295.011,33.494,1692.954,1605.221
11,5,16,110,32,22.6,1.2,0.2,61.636,24.298,287.458,249.527
11,5,17,0,0,20.6,1.1,0.2,0,20.6,0,0
11,5,18,0,0,20.1,1,0.2,0,20.1,0,0
11,5,19,0,0,19.4,1,0.2,0,19.4,0,0
11,5,20,0,0,18.4,1.1,0.2,0,18.4,0,0
11,5,21,0,0,17.6,1.3,0.2,0,17.6,0,0
11,5,22,0,0,17,1.3,0.2,0,17,0,0
11,5,23,0,0,16.7,1.3,0.2,0,16.7,0,0
11,6,0,0,0,16.6,1.3,0.2,0,16.6,0,0
11,6,1,0,0,16.5,1.3,0.2,0,16.5,0,0
11,6,2,0,0,16.5,1.3,0.2,0,16.5,0,0
11,6,3,0,0,16.3,1.2,0.2,0,16.3,0,0
11,6,4,0,0,16.3,1.2,0.2,0,16.3,0,0
11,6,5,0,0,15.8,1.2,0.2,0,15.8,0,0
11,6,6,115,27,16.7,1.1,0.2,58.941,18.313,257.574,220.702
11,6,7,460,92,19.8,1.1,0.2,300.507,28.747,1749.656,1659.914
11,6,8,644,126,23.2,1,0.2,547.32,39.989,3138.895,2999.926
11,6,9,743,144,26,1.2,0.2,744.979,47.697,4109.529,3936.168
11,6,10,776,160,28.2,2.1,0.2,865.286,48.869,4718.848,4523.896
11,6,11,767,174,29.3,2.7,0.2,900.035,48.501,4902.725,4701.257
11,6,12,780,160,29.8,3,0.2,872.276,47.479,4783.143,4585.913
11,6,13,745,146,29.7,3.2,0.2,755.166,44.529,4218.299,4041.082
11,6,14,646,130,29,2.9,0.2,560.761,40.604,3206.354,3064.995
11,6,15,505,90,26.3,1.9,0.2,324.809,34.383,1861.185,1767.491
11,6,16,177,33,22.5,1.2,0.2,81.056,24.71,369.947,329.093
11,6,17,0,0,20.3,1.2,0.2,0,20.3,0,0
11,6,18,0,0,19.7,1,0.2,0,19.7,0,0
11,6,19,0,0,18.8,1,0.2,0,18.8,0,0
11,6,20,0,0,17.8,1.1,0.2,0,17.8,0,0
11,6,21,0,0,17.1,1.2,0.2,0,17.1,0,0
11,6,22,0,0,16.6,1.3,0.2,0,16.6,0,0
11,6,23,0,0,16.3,1.3,0.2,0,16.3,0,0
11,7,0,0,0,16.1,1.3,0.2,0,16.1,0,0
11,7,1,0,0,16.1,1.2,0.2,0,16.1,0,0
11,7,2,0,0,15.9,1.2,0.2,0,15.9,0,0
11,7,3,0,0,15.6,1.2,0.2,0,15.6,0,0
11,7,4,0,0,15.4,1.2,0.2,0,15.4,0,0
11,7,5,0,0,14.9,1.3,0.2,0,14.9,0,0
11,7,6,156,28,16.1,1.1,0.2,69.001,17.981,300.791,262.388
11,7,7,533,81,19.7,1.3,0.2,320.697,28.795,1867.968,1774.033
11,7,8,713,108,23.3,1.2,0.2,569.846,39.942,3274.683,3130.903
11,7,9,808,122,26.1,0.9,0.2,769.523,50.271,4204.466,4027.74
11,7,10,828,139,28.2,1.6,0.2,881.552,51.584,4757.704,4561.374
11,7,11,793,163,29.3,2.3,0.2,909.92,50.197,4924.131,4721.904
11,7,12,796,153,29.7,2.8,0.2,877.015,48.097,4798.949,4601.158
11,7,13,729,151,29.5,3,0.2,746.704,44.656,4168.943,3993.476
11,7,14,572,146,28.6,2.8,0.2,526.973,39.692,3019.363,2884.63
11,7,15,402,103,26,1.8,0.2,293.48,33.456,1682.702,1595.332
11,7,16,104,29,22.3,1.2,0.2,57.173,23.871,263.874,226.779
11,7,17,0,0,20.5,1.1,0.2,0,20.5,0,0
11,7,18,0,0,20.2,0.9,0.2,0,20.2,0,0
11,7,19,0,0,19.5,0.8,0.2,0,19.5,0,0
11,7,20,0,0,18.7,1,0.2,0,18.7,0,0
11,7,21,0,0,17.9,1.1,0.2,0,17.9,0,0
11,7,22,0,0,17.2,1.2,0.2,0,17.2,0,0
11,7,23,0,0,16.5,1.2,0.2,0,16.5,0,0
11,8,0,0,0,16,1.2,0.2,0,16,0,0
11,8,1,0,0,15.6,1.3,0.2,0,15.6,0,0
11,8,2,0,0,15.3,1.3,0.2,0,15.3,0,0
11,8,3,0,0,15,1.3,0.2,0,15,0,0
11,8,4,0,0,14.9,1.3,0.2,0,14.9,0,0
11,8,5,0,0,14.7,1.3,0.2,0,14.7,0,0
11,8,6,63,22,15.8,1.1,0.2,38.819,16.86,166.514,132.868
11,8,7,335,104,18.8,1.1,0.2,259.8,26.534,1519.284,1437.705
11,8,8,516,154,22.1,1,0.2,492.936,37.214,2850.046,2721.313
11,8,9,625,181,24.7,1,0.2,689.839,45.803,3829.822,3666.372
11,8,10,643,209,26.6,1.5,0.2,798.422,48.239,4361.009,4178.736
11,8,11,589,245,27.6,1.9,0.2,808.648,47.688,4412.945,4228.832
11,8,12,595,233,28,2.2,0.2,782.427,46.312,4303.203,4122.978
11,8,13,543,214,27.8,2.3,0.2,664.239,43.071,3720.942,3561.349
11,8,14,419,185,27,2,0.2,464.393,38.349,2662.598,2540.506
11,8,15,279,117,24.6,1.3,0.2,249.858,31.696,1435.695,1357.077
11,8,16,61,25,21.8,0.9,0.2,43.111,23.08,198.613,163.83
11,8,17,0,0,20.8,0.8,0.2,0,20.8,0,0
11,8,18,0,0,20.2,0.8,0.2,0,20.2,0,0
11,8,19,0,0,19.2,0.9,0.2,0,19.2,0,0
11,8,20,0,0,18.1,1.1,0.2,0,18.1,0,0
11,8,21,0,0,17.3,1.2,0.2,0,17.3,0,0
11,8,22,0,0,16.8,1.2,0.2,0,16.8,0,0
11,8,23,0,0,16.6,1.2,0.2,0,16.6,0,0
11,9,0,0,0,16.6,1.2,0.2,0,16.6,0,0
11,9,1,0,0,16.6,1.2,0.2,0,16.6,0,0
11,9,2,0,0,16.4,1.2,0.2,0,16.4,0,0
11,9,3,0,0,16.1,1.2,0.2,0,16.1,0,0
11,9,4,0,0,15.9,1.2,0.2,0,15.9,0,0
11,9,5,0,0,15.4,1.2,0.2,0,15.4,0,0
11,9,6,59,21,16.1,1.1,0.2,36.305,17.078,149.797,116.744
11,9,7,330,104,18.9,1.1,0.2,257.288,26.558,1503.135,1422.128
11,9,8,520,154,22.6,1.1,0.2,494.504,37.388,2858,2728.985
11,9,9,637,177,25.6,0.6,0.2,693.695,49.221,3798.508,3636.167
11,9,10,680,194,27.9,0.8,0.2,813.627,54.084,4339.163,4157.665
11,9,11,658,213,29,1.3,0.2,838.406,52.784,4484.224,4297.585
11,9,12,654,204,29.5,1.7,0.2,804.765,50.372,4357.268,4175.128
11,9,13,584,196,29.2,1.8,0.2,675.913,46.383,3739.545,3579.293
11,9,14,440,176,28.3,1.7,0.2,474.655,40.651,2698.565,2575.199
11,9,15,286,113,25.4,1.3,0.2,248.298,32.451,1421.447,1343.335
11,9,16,60,23,21.9,1,0.2,40.574,23.068,183.226,148.988
11,9,17,0,0,20.1,1.1,0.2,0,20.1,0,0
11,9,18,0,0,19.2,1.1,0.2,0,19.2,0,0
11,9,19,0,0,18.4,1.2,0.2,0,18.4,0,0
11,9,20,0,0,18,1.2,0.2,0,18,0,0
11,9,21,0,0,17.5,1.3,0.2,0,17.5,0,0
11,9,22,0,0,17,1.3,0.2,0,17,0,0
11,9,23,0,0,16.7,1.3,0.2,0,16.7,0,0
11,10,0,0,0,16.7,1.3,0.2,0,16.7,0,0
11,10,1,0,0,16.8,1.3,0.2,0,16.8,0,0
11,10,2,0,0,16.9,1.3,0.2,0,16.9,0,0
11,10,3,0,0,16.9,1.3,0.2,0,16.9,0,0
11,10,4,0,0,16.8,1.4,0.2,0,16.8,0,0
11,10,5,0,0,16.8,1.4,0.2,0,16.8,0,0
11,10,6,49,21,17.9,1.2,0.2,34.511,18.814,143.432,110.605
11,10,7,262,96,21.1,1.3,0.2,214.782,27.191,1244.107,1172.278
11,10,8,490,138,24.9,1.5,0.2,458.16,37.369,2646.169,2524.66
11,10,9,631,172,27.5,1.8,0.2,682.735,44.865,3808.015,3645.337
11,10,10,667,195,29,2.3,0.2,802.039,47.424,4399.917,4216.266
11,10,11,461,267,29.7,2.4,0.2,715.43,45.802,3929.708,3762.718
11,10,12,636,210,30.1,2.3,0.2,794,48.335,4335.799,4154.42
11,10,13,584,195,30,2.1,0.2,673.92,46.114,3733.592,3573.551
11,10,14,487,161,29.3,1.7,0.2,487.68,41.995,2762.336,2636.71
11,10,15,323,108,27.1,1.2,0.2,258.505,34.617,1467.803,1388.048
11,10,16,73,24,24.4,1,0.2,44.852,25.691,200.97,166.103
11,10,17,0,0,23,1,0.2,0,23,0,0
11,10,18,0,0,22,1,0.2,0,22,0,0
11,10,19,0,0,20.9,1.1,0.2,0,20.9,0,0
11,10,20,0,0,19.9,1.2,0.2,0,19.9,0,0
11,10,21,0,0,19,1.2,0.2,0,19,0,0
11,10,22,0,0,18.4,1.3,0.2,0,18.4,0,0
11,10,23,0,0,18,1.3,0.2,0,18,0,0
11,11,0,0,0,17.6,1.3,0.2,0,17.6,0,0
11,11,1,0,0,17.1,1.3,0.2,0,17.1,0,0
11,11,2,0,0,16.7,1.3,0.2,0,16.7,0,0
11,11,3,0,0,16.3,1.3,0.2,0,16.3,0,0
11,11,4,0,0,16.1,1.4,0.2,0,16.1,0,0
11,11,5,0,0,15.7,1.3,0.2,0,15.7,0,0
11,11,6,83,21,17,1.2,0.2,40.488,18.041,157.976,124.634
11,11,7,403,91,20.5,1.5,0.2,272.713,27.882,1583.861,1499.994
11,11,8,593,128,24.3,1.6,0.2,512.22,37.939,2961.455,2828.774
11,11,9,694,149,26.7,1.4,0.2,705.492,46.305,3917.339,3750.787
11,11,10,723,169,28,1.3,0.2,821.389,51.326,4438.176,4253.169
11,11,11,696,192,28.7,1.2,0.2,847.864,53.341,4529.238,4341.004
11,11,12,690,185,29,1.1,0.2,813.695,53.245,4357.236,4175.097
11,11,13,644,171,28.9,1,0.2,697.026,50.226,3801.257,3638.819
11,11,14,545,147,28.3,1,0.2,508.273,43.886,2862.324,2733.156
11,11,15,388,100,26.3,0.9,0.2,282.96,35.17,1606.555,1521.883
11,11,16,102,26,23.5,0.9,0.2,53.807,25.074,237.257,201.105
11,11,17,0,0,21.6,1,0.2,0,21.6,0,0
11,11,18,0,0,20.3,1.1,0.2,0,20.3,0,0
11,11,19,0,0,19.2,1.1,0.2,0,19.2,0,0
11,11,20,0,0,18.3,1.2,0.2,0,18.3,0,0
11,11,21,0,0,17.7,1.2,0.2,0,17.7,0,0
11,11,22,0,0,17.3,1.2,0.2,0,17.3,0,0
11,11,23,0,0,17,1.2,0.2,0,17,0,0
11,12,0,0,0,16.7,1.3,0.2,0,16.7,0,0
11,12,1,0,0,16.5,1.3,0.2,0,16.5,0,0
11,12,2,0,0,16.4,1.3,0.2,0,16.4,0,0
11,12,3,0,0,16.1,1.3,0.2,0,16.1,0,0
11,12,4,0,0,16,1.3,0.2,0,16,0,0
11,12,5,0,0,15.8,1.3,0.2,0,15.8,0,0
11,12,6,122,22,17,1.1,0.2,52.756,18.387,207.217,172.13
11,12,7,484,79,20.4,1.1,0.2,294.035,29.143,1699.821,1611.845
11,12,8,665,109,24,0.8,0.2,535.042,41.3,3057.832,2921.736
11,12,9,755,127,26.5,0.6,0.2,726.592,51.261,3956.81,3788.859
11,12,10,775,146,28,0.9,0.2,839.361,54.327,4482.287,4295.717
11,12,11,740,170,28.7,1.1,0.2,862.196,54.385,4589.497,4399.128
11,12,12,730,165,29,1.3,0.2,825.622,52.447,4440.196,4255.118
11,12,13,323,236,28.9,1.6,0.2,506.379,42.326,2829.537,2701.53
11,12,14,532,146,28.1,1.7,0.2,498.5,41.081,2839.419,2711.062
11,12,15,370,99,25.8,1.4,0.2,273.935,33.397,1564.649,1481.462
11,12,16,93,24,22.5,1.1,0.2,49.269,23.862,214.215,178.879
11,12,17,0,0,20.4,1.2,0.2,0,20.4,0,0
11,12,18,0,0,19.3,1.2,0.2,0,19.3,0,0
11,12,19,0,0,18.5,1.2,0.2,0,18.5,0,0
11,12,20,0,0,17.8,1.1,0.2,0,17.8,0,0
11,12,21,0,0,17.5,1.1,0.2,0,17.5,0,0
11,12,22,0,0,17.3,1.2,0.2,0,17.3,0,0
11,12,23,0,0,17.3,1.2,0.2,0,17.3,0,0
11,13,0,0,0,17.2,1.2,0.2,0,17.2,0,0
11,13,1,0,0,17.1,1.2,0.2,0,17.1,0,0
11,13,2,0,0,17.1,1.2,0.2,0,17.1,0,0
11,13,3,0,0,17.2,1.1,0.2,0,17.2,0,0
11,13,4,0,0,17.3,1.1,0.2,0,17.3,0,0
11,13,5,0,0,17.1,1.1,0.2,0,17.1,0,0
11,13,6,74,19,17.9,1,0.2,35.923,18.851,132.649,100.203
11,13,7,380,91,20.5,0.8,0.2,262.114,28.919,1512.041,1430.718
11,13,8,556,135,23.8,0.9,0.2,492.156,39.292,2827.933,2699.984
11,13,9,650,161,26.3,1.6,0.2,681.837,44.412,3814.711,3651.796
11,13,10,646,197,27.7,2.3,0.2,781.889,45.664,4323.283,4142.346
11,13,11,561,246,28.4,2.6,0.2,779.18,45.315,4298.182,4118.135
11,13,12,551,239,28.7,2.8,0.2,745.807,44.333,4137.921,3963.553
11,13,13,490,222,28.4,2.8,0.2,627.968,41.581,3539.084,3385.935
11,13,14,372,186,27.5,2.5,0.2,434.444,37.141,2500.395,2384.051
11,13,15,228,113,25,1.7,0.2,223.252,30.792,1280.936,1207.803
11,13,16,40,18,21.6,1.2,0.2,30.292,22.42,130.917,98.533
11,13,17,0,0,19.7,1.1,0.2,0,19.7,0,0
11,13,18,0,0,19,1.1,0.2,0,19,0,0
11,13,19,0,0,18.4,1.1,0.2,0,18.4,0,0
11,13,20,0,0,17.9,1.1,0.2,0,17.9,0,0
11,13,21,0,0,17.5,1.1,0.2,0,17.5,0,0
11,13,22,0,0,17.3,1.1,0.2,0,17.3,0,0
11,13,23,0,0,17.1,1.1,0.2,0,17.1,0,0
11,14,0,0,0,17,1.1,0.2,0,17,0,0
11,14,1,0,0,16.9,1.1,0.2,0,16.9,0,0
11,14,2,0,0,16.7,1.2,0.2,0,16.7,0,0
11,14,3,0,0,16.6,1.1,0.2,0,16.6,0,0
11,14,4,0,0,16.6,1.1,0.2,0,16.6,0,0
11,14,5,0,0,16.6,1,0.2,0,16.6,0,0
11,14,6,37,14,17.3,0.9,0.2,22.85,17.906,78.764,48.228
11,14,7,263,102,19.5,0.9,0.2,220.994,26.415,1281.989,1208.818
11,14,8,428,166,22.5,0.9,0.2,447.062,36.563,2586.561,2467.164
11,14,9,230,247,24.9,1.2,0.2,434.681,37.534,2467.364,2352.191
11,14,10,295,285,26.5,1.7,0.2,563.682,41.099,3150.523,3011.143
11,14,11,471,267,27.5,1.9,0.2,720.851,45.405,3970.046,3801.626
11,14,12,279,293,28,1.9,0.2,560.624,41.916,3120.073,2981.772
11,14,13,410,231,28,1.8,0.2,566.739,42.401,3177.387,3037.055
11,14,14,369,185,27.3,1.5,0.2,431.226,39.025,2462.867,2347.853
11,14,15,221,113,25.1,1.1,0.2,220.301,31.663,1258.56,1186.219
11,14,16,36,18,22.5,0.9,0.2,26.944,23.29,116.688,84.809
11,14,17,0,0,21.2,1,0.2,0,21.2,0,0
11,14,18,0,0,20.6,0.9,0.2,0,20.6,0,0
11,14,19,0,0,20.1,0.8,0.2,0,20.1,0,0
11,14,20,0,0,19.3,0.9,0.2,0,19.3,0,0
11,14,21,0,0,18.3,1,0.2,0,18.3,0,0
11,14,22,0,0,17.5,1.1,0.2,0,17.5,0,0
11,14,23,0,0,17.1,1.2,0.2,0,17.1,0,0
11,15,0,0,0,17,1.2,0.2,0,17,0,0
11,15,1,0,0,16.9,1.3,0.2,0,16.9,0,0
11,15,2,0,0,16.9,1.2,0.2,0,16.9,0,0
11,15,3,0,0,16.8,1.2,0.2,0,16.8,0,0
11,15,4,0,0,16.8,1.2,0.2,0,16.8,0,0
11,15,5,0,0,16.7,1.2,0.2,0,16.7,0,0
11,15,6,14,8,17.6,1.1,0.2,10.463,17.867,35.572,6.566
11,15,7,154,100,20.3,1.5,0.2,169.425,24.887,981.152,918.641
11,15,8,286,188,23.6,1.6,0.2,378.416,33.661,2200.937,2095.204
11,15,9,375,244,26.2,1.5,0.2,549.418,41.103,3095.346,2957.921
11,15,10,444,274,27.9,1.6,0.2,677.331,45.844,3729.662,3569.761
11,15,11,495,271,28.7,1.8,0.2,745.373,47.606,4069.617,3897.669
11,15,12,465,269,28.9,1.9,0.2,702.262,46.351,3858.802,3694.325
11,15,13,413,243,28.6,1.8,0.2,581.833,43.384,3249.461,3106.574
11,15,14,329,193,27.8,1.5,0.2,415.205,39.087,2366.816,2255.206
11,15,15,149,109,26,0.9,0.2,180.004,31.642,1021.244,957.312
11,15,16,22,15,24.2,0.6,0.2,20.454,24.85,86.317,55.513
11,15,17,0,0,23.1,0.5,0.2,0,23.1,0,0
11,15,18,0,0,21.8,0.8,0.2,0,21.8,0,0
11,15,19,0,0,20.2,1,0.2,0,20.2,0,0
11,15,20,0,0,18.8,1.3,0.2,0,18.8,0,0
11,15,21,0,0,17.7,1.6,0.2,0,17.7,0,0
11,15,22,0,0,17,1.5,0.2,0,17,0,0
11,15,23,0,0,17.1,1.3,0.2,0,17.1,0,0
11,16,0,0,0,17,1.3,0.2,0,17,0,0
11,16,1,0,0,16.4,1.4,0.2,0,16.4,0,0
11,16,2,0,0,15.9,1.4,0.2,0,15.9,0,0
11,16,3,0,0,15.5,1.4,0.2,0,15.5,0,0
11,16,4,0,0,15.2,1.3,0.2,0,15.2,0,0
11,16,5,0,0,15,1.1,0.2,0,15,0,0
11,16,6,12,9,16,0.9,0.2,11.078,16.297,38.106,9.011
11,16,7,139,107,17.9,0.9,0.2,171.576,23.27,1000.654,937.452
11,16,8,263,204,20.1,1.2,0.2,382.147,31.239,2242.767,2135.552
11,16,9,339,272,22,1.4,0.2,552.861,37.337,3159.216,3019.527
11,16,10,219,300,23.3,1.3,0.2,504.416,37.59,2851.068,2722.298
11,16,11,314,282,24.1,1.3,0.2,586.844,40.728,3283.136,3139.056
11,16,12,517,234,24.5,1.5,0.2,708.801,43.708,3944.088,3776.588
11,16,13,574,191,24.5,1.6,0.2,657.008,41.946,3707.123,3548.02
11,16,14,472,160,24.1,1.5,0.2,474.37,37.007,2743.45,2618.494
11,16,15,312,104,22.6,1.1,0.2,248.777,30.009,1434.833,1356.247
11,16,16,67,24,20.1,0.9,0.2,43.861,21.366,187.723,153.326
11,16,17,0,0,18.2,1,0.2,0,18.2,0,0
11,16,18,0,0,17.4,1,0.2,0,17.4,0,0
11,16,19,0,0,16.7,1.1,0.2,0,16.7,0,0
11,16,20,0,0,16.1,1.1,0.2,0,16.1,0,0
11,16,21,0,0,15.6,1.2,0.2,0,15.6,0,0
11,16,22,0,0,15.2,1.1,0.2,0,15.2,0,0
11,16,23,0,0,15,1.1,0.2,0,15,0,0
11,17,0,0,0,14.9,1.1,0.2,0,14.9,0,0
11,17,1,0,0,14.8,1.1,0.2,0,14.8,0,0
11,17,2,0,0,14.8,1,0.2,0,14.8,0,0
11,17,3,0,0,14.7,1,0.2,0,14.7,0,0
11,17,4,0,0,14.7,1,0.2,0,14.7,0,0
11,17,5,0,0,14.3,0.9,0.2,0,14.3,0,0
11,17,6,65,16,15.3,0.8,0.2,29.864,16.105,103.046,71.65
11,17,7,414,83,17.9,0.8,0.2,264.691,26.392,1536.211,1454.032
11,17,8,605,120,20.8,0.9,0.2,503.91,36.669,2932.549,2800.892
11,17,9,709,139,23.3,1.2,0.2,697.23,43.621,3921.751,3755.043
11,17,10,763,149,25,1.6,0.2,824.373,46.877,4547.524,4358.643
11,17,11,783,150,26,2,0.2,870.791,47.227,4785.251,4587.946
11,17,12,779,144,26.4,2.3,0.2,837.961,45.667,4644.234,4451.925
11,17,13,740,133,26.3,2.4,0.2,724.211,42.663,4087.847,3915.253
11,17,14,649,116,25.6,2.3,0.2,538.967,38.038,3120.667,2982.345
11,17,15,484,83,23.4,1.7,0.2,304.092,31.283,1752.99,1663.13
11,17,16,43,23,20.1,1.1,0.2,34.449,21.043,145.076,112.19
11,17,17,0,0,18,1.1,0.2,0,18,0,0
11,17,18,0,0,17.1,1.1,0.2,0,17.1,0,0
11,17,19,0,0,16.4,1.1,0.2,0,16.4,0,0
11,17,20,0,0,15.8,1.1,0.2,0,15.8,0,0
11,17,21,0,0,15.3,1,0.2,0,15.3,0,0
11,17,22,0,0,15,1,0.2,0,15,0,0
11,17,23,0,0,14.8,1,0.2,0,14.8,0,0
11,18,0,0,0,14.5,1,0.2,0,14.5,0,0
11,18,1,0,0,14.3,1.1,0.2,0,14.3,0,0
11,18,2,0,0,14.3,1.1,0.2,0,14.3,0,0
11,18,3,0,0,14.4,1.1,0.2,0,14.4,0,0
11,18,4,0,0,14.4,1,0.2,0,14.4,0,0
11,18,5,0,0,14.5,0.9,0.2,0,14.5,0,0
11,18,6,74,15,15.3,0.7,0.2,32.481,16.199,112.303,80.579
11,18,7,447,78,17.5,0.5,0.2,271.671,26.972,1571.666,1488.23
11,18,8,637,113,20.5,0.6,0.2,514.414,38.076,2979.782,2846.452
11,18,9,737,132,22.8,1,0.2,709.014,44.517,3976.001,3807.371
11,18,10,785,141,24.1,1.2,0.2,832.476,48.33,4566.89,4377.322
11,18,11,793,149,24.9,1.5,0.2,876.94,48.686,4791.008,4593.499
11,18,12,788,145,25.3,1.6,0.2,845.402,47.735,4646.329,4453.946
11,18,13,728,140,25.1,1.7,0.2,721.69,43.865,4053.305,3881.935
11,18,14,596,131,24.4,1.7,0.2,521.166,37.979,3014.492,2879.932
11,18,15,415,93,22.1,1.3,0.2,285.616,30.203,1650.895,1564.652
11,18,16,94,24,18.8,1,0.2,50.192,20.204,213.991,178.663
11,18,17,0,0,16.7,1.1,0.2,0,16.7,0,0
11,18,18,0,0,15.8,1.1,0.2,0,15.8,0,0
11,18,19,0,0,15,1,0.2,0,15,0,0
11,18,20,0,0,14.3,1,0.2,0,14.3,0,0
11,18,21,0,0,13.5,1,0.2,0,13.5,0,0
11,18,22,0,0,12.9,1.1,0.2,0,12.9,0,0
11,18,23,0,0,12.4,1.1,0.2,0,12.4,0,0
11,19,0,0,0,12.1,1.2,0.2,0,12.1,0,0
11,19,1,0,0,12,1.2,0.2,0,12,0,0
11,19,2,0,0,12.3,1.2,0.2,0,12.3,0,0
11,19,3,0,0,12.8,1.1,0.2,0,12.8,0,0
11,19,4,0,0,13,1.1,0.2,0,13,0,0
11,19,5,0,0,13.3,0.9,0.2,0,13.3,0,0
11,19,6,19,9,13.9,0.8,0.2,12.171,14.233,41.783,12.558
11,19,7,206,103,16,0.7,0.2,198.308,22.541,1161.061,1092.175
